ID,Name,Description,BIPA
BIPA_aeu_u00E6u0075u032F,æu̯,from unrounded near-open front to non-syllabic rounded close back diphthong,æu̯
BIPA_d_u0256,ɖ,voiced retroflex stop consonant,ɖ
BIPA_nd_u006Eu032Au0064u032A,n̪d̪,from voiced dental nasal to voiced dental stop cluster,n̪d̪
UNK_ndz_u004Eu0064u007A,Ndz,,
BIPA_j_u006A,j,voiced palatal approximant consonant,j
BIPA_o_u006Fu031D,o̝,raised rounded close-mid back vowel,o̝
BIPA_dz_u0064u0291u02D0,dʑː,long voiced alveolo-palatal sibilant affricate consonant,dʑː
BIPA_mpj_u006Du0070u02B2,mpʲ,from voiced bilabial nasal to palatalized voiceless bilabial stop cluster,mpʲ
UNK_oj_u006Fu006A,oj,,
BIPA_au_u0061u02D0u0075,aːu,from long unrounded open front to rounded close back diphthong,aːu
BIPA_o_u006Fu0324u02D1,o̤ˑ,mid-long breathy rounded close-mid back vowel,o̤ˑ
BIPA_z_u007A,z,voiced alveolar sibilant fricative consonant,z
BIPA_a_u0061u02E4,aˤ,pharyngealized unrounded open front vowel,aˤ
BIPA_eu_u025Bu0075,ɛu,from unrounded open-mid front to rounded close back diphthong,ɛu
BIPA_rj_u027Au02B2,ɺʲ,palatalized voiced alveolar lateral tap consonant,ɺʲ
BIPA_p_u0070u2019u02D0,p’ː,long voiceless bilabial ejective stop consonant,p’ː
UNK_l_u032Au006C,̪l,,
BIPA_t_u0074u02D0,tː,long voiceless alveolar stop consonant,tː
BIPA_th_u03B8,θ,voiceless dental fricative consonant,θ
BIPA_dzh_u0064u007Au02B1u02D0,dzʱː,long breathy voiced alveolar sibilant affricate consonant,dzʱː
BIPA_z_u007Au02E4,zˤ,pharyngealized voiced alveolar sibilant fricative consonant,zˤ
BIPA_r_u0072u031D,r̝,raised voiced alveolar trill consonant,r̝
BIPA_a_u0250u0303,ɐ̃,nasalized unrounded near-open central vowel,ɐ̃
BIPA_t_u0288u02D0,ʈː,long voiceless retroflex stop consonant,ʈː
BIPA_g_u0067u030A,g̊,devoiced voiced velar stop consonant,g̊
BIPA_th_u0074u02B0,tʰ,aspirated voiceless alveolar stop consonant,tʰ
BIPA_r_u027B,ɻ,voiced retroflex approximant consonant,ɻ
BIPA_tc_u0074u0320u0255u02D0,t̠ɕː,from voiceless post-alveolar stop to long voiceless alveolo-palatal sibilant fricative cluster,t̠ɕː
BIPA_nt_u006Eu032Au0074u032A,n̪t̪,from voiced dental nasal to voiceless dental stop cluster,n̪t̪
UNK_uj_u0075u006A,uj,,
BIPA_a_u0061u0324u02D1,a̤ˑ,mid-long breathy unrounded open front vowel,a̤ˑ
BIPA_oe_u0153u0303u02D0,œ̃ː,long nasalized rounded open-mid front vowel,œ̃ː
BIPA_b_u0062u02D0,bː,long voiced bilabial stop consonant,bː
BIPA_hw_u0068u02B7,hʷ,labialized voiceless glottal fricative consonant,hʷ
UNK_tsts_u0074u0283u0074u0283,tʃtʃ,,
BIPA_l_u006Cu02D0,lː,long voiced alveolar lateral approximant consonant,lː
BIPA_ndz_u0272u0064u0292,ɲdʒ,from voiced palatal nasal to voiced post-alveolar sibilant affricate cluster,ɲdʒ
BIPA_ig_u0069u02E0,iˠ,velarized unrounded close front vowel,iˠ
BIPA_eo_u0065u0254,eɔ,from unrounded close-mid front to rounded open-mid back diphthong,eɔ
BIPA_tg_u0074u02E0,tˠ,velarized voiceless alveolar stop consonant,tˠ
BIPA_nz_u006Eu007A,nz,from voiced alveolar nasal to voiced alveolar sibilant fricative cluster,nz
BIPA__u028Cu02D1,ʌˑ,mid-long unrounded open-mid back vowel,ʌˑ
BIPA_lw_u006Cu032Au02B7,l̪ʷ,labialized voiced dental lateral approximant consonant,l̪ʷ
UNK_ndz_u004Eu0064u0291,Ndʑ,,
BIPA_e_u025Bu0324u02D0,ɛ̤ː,long breathy unrounded open-mid front vowel,ɛ̤ː
BIPA_tsh_u0074u0283u033Au02B0,tʃ̺ʰ,aspirated voiceless apical post-alveolar sibilant affricate consonant,tʃ̺ʰ
BIPA_z_u0292u02D0,ʒː,long voiced post-alveolar sibilant fricative consonant,ʒː
BIPA_b_u0294u03B2,ʔβ,from voiceless glottal stop to voiced bilabial fricative cluster,ʔβ
BIPA_i_u0069u003A,i:,long unrounded close front vowel,iː
BIPA_kh_u006Bu02B0u02D0,kʰː,aspirated long voiceless velar stop consonant,kʰː
BIPA_ks_u006Bu0073,ks,from voiceless velar stop to voiceless alveolar sibilant fricative cluster,ks
BIPA_dz_u0064u032Au007Au032A,d̪z̪,voiced dental sibilant affricate consonant,dz̪
BIPA_w_u0295u02B7,ʕʷ,labialized voiced pharyngeal fricative consonant,ʕʷ
BIPA_r_u027A,ɺ,voiced alveolar lateral tap consonant,ɺ
BIPA_khw_u03C7u02B7u02D0,χʷː,labialized long voiceless uvular fricative consonant,χʷː
BIPA_ntw_u006Eu0074u02B7,ntʷ,from voiced alveolar nasal to labialized voiceless alveolar stop cluster,ntʷ
BIPA_w_u0294u02B7u02D0,ʔʷː,labialized long voiceless glottal stop consonant,ʔʷː
BIPA_au_u0251u0075u02D0,ɑuː,from unrounded open back to long rounded close back diphthong,ɑuː
BIPA_nd_u006Eu0064,nd,from voiced alveolar nasal to voiced alveolar stop cluster,nd
BIPA__u0294,ʔ,voiceless glottal stop consonant,ʔ
BIPA_q_u0071u0027,q',voiceless uvular ejective stop consonant,q’
BIPA_sj_u0073u02B2u02D0,sʲː,palatalized long voiceless alveolar sibilant fricative consonant,sʲː
BIPA_s_u0282,ʂ,voiceless retroflex sibilant fricative consonant,ʂ
BIPA_a_u0250u031D,ɐ̝,raised unrounded near-open central vowel,ɐ̝
BIPA_h_u0266,ɦ,voiced glottal fricative consonant,ɦ
BIPA_g_u0067u02D0,gː,long voiced velar stop consonant,gː
UNK_iw_u0069u0077,iw,,
BIPA_ddh_u0256u0256u02B1,ɖɖʱ,from voiced retroflex stop to breathy voiced retroflex stop cluster,ɖɖʱ
BIPA_ii_u026Au0069,ɪi,from unrounded near-close near-front to unrounded close front diphthong,ɪi
BIPA_xw_u0078u02B7,xʷ,labialized voiceless velar fricative consonant,xʷ
BIPA_ao_u0061u006Fu032F,ao̯,from unrounded open front to non-syllabic rounded close-mid back diphthong,ao̯
BIPA_wj_u0077u02B2,wʲ,palatalized voiced labio-velar approximant consonant,wʲ
BIPA_l_u006Cu02E4u02D0,lˤː,pharyngealized long voiced alveolar lateral approximant consonant,lˤː
BIPA_oi_u0254u02D0u0069,ɔːi,from long rounded open-mid back to unrounded close front diphthong,ɔːi
BIPA_i_u0069u0324u02D1,i̤ˑ,mid-long breathy unrounded close front vowel,i̤ˑ
BIPA_tsh_u0074u0283u02B0,tʃʰ,aspirated voiceless post-alveolar sibilant affricate consonant,tʃʰ
BIPA_e_u1E1Bu0303,ḛ̃,nasalized creaky unrounded close-mid front vowel,ḛ̃
BIPA_s_u0073,s,voiceless alveolar sibilant fricative consonant,s
BIPA_oe_u0254u025C,ɔɜ,from rounded open-mid back to unrounded open-mid central diphthong,ɔɜ
UNK_j_u0294u006Au0330,ʔj̰,,
BIPA_oi_u0254u026A,ɔɪ,from rounded open-mid back to unrounded near-close near-front diphthong,ɔɪ
BIPA_o_u006Fu02D0u02E4,oːˤ,long pharyngealized rounded close-mid back vowel,oˤː
BIPA_r_u0279u02D0,ɹː,long voiced alveolar approximant consonant,ɹː
BIPA_ei_u025Cu026A,ɜɪ,from unrounded open-mid central to unrounded near-close near-front diphthong,ɜɪ
BIPA_nw_u006Eu02B7,nʷ,labialized voiced alveolar nasal consonant,nʷ
UNK_l_u0294u006C,ʔl,,
BIPA_au_u0061u028Au0303,aʊ̃,from unrounded open front to nasalized rounded near-close near-back diphthong,aʊ̃
BIPA_h_u029Cu02D0,ʜː,long voiceless epiglottal fricative consonant,ʜː
BIPA_ya_u0079u0061,ya,from rounded close front to unrounded open front diphthong,ya
BIPA_e_u0065u0324u02D0,e̤ː,long breathy unrounded close-mid front vowel,e̤ː
UNK_m_u006Du033C,m̼,,
UNK_o_u0254u0324u0020,ɔ̤ ,,
UNK_ee_u025Bu0020u025Bu02D0,ɛ ɛː,,
BIPA_dh_u0064u02B1,dʱ,breathy voiced alveolar stop consonant,dʱ
BIPA_w_u0077u0303,w̃,nasalized voiced labio-velar approximant consonant,w̃
BIPA_n_u0274,ɴ,voiced uvular nasal consonant,ɴ
BIPA_lg_u006Cu032Au02E0,l̪ˠ,velarized voiced dental lateral approximant consonant,l̪ˠ
BIPA_bw_u03B2u02B7,βʷ,labialized voiced bilabial fricative consonant,βʷ
BIPA_ai_u0251u026A,ɑɪ,from unrounded open back to unrounded near-close near-front diphthong,ɑɪ
BIPA_i_u026Au0303,ɪ̃,nasalized unrounded near-close near-front vowel,ɪ̃
BIPA_o_u00F5,õ,nasalized rounded close-mid back vowel,õ
UNK_uei_u0075u0065u0069,uei,,
BIPA_o_u006Fu0324,o̤,breathy rounded close-mid back vowel,o̤
BIPA_ts_u0074u0283u02D0,tʃː,long voiceless post-alveolar sibilant affricate consonant,tʃː
BIPA_z_u007Au0325,z̥,devoiced voiced alveolar sibilant fricative consonant,z̥
UNK_e_u0065u02D0u0020,eː ,,
BIPA_bw_u0062u02B7u02D0,bʷː,labialized long voiced bilabial stop consonant,bʷː
BIPA_a_u00E3u02D0,ãː,long nasalized unrounded open front vowel,ãː
BIPA_tth_u0074u0074u02B0,ttʰ,from voiceless alveolar stop to aspirated voiceless alveolar stop cluster,ttʰ
BIPA_pf_u0070u0066,pf,voiceless labio-dental affricate consonant,pf
BIPA_rj_u027Eu02B2,ɾʲ,palatalized voiced alveolar tap consonant,ɾʲ
BIPA_oey_u0153u028F,œʏ,from rounded open-mid front to rounded near-close near-front diphthong,œʏ
BIPA_o_u0254u0324u02D1,ɔ̤ˑ,mid-long breathy rounded open-mid back vowel,ɔ̤ˑ
BIPA__u01C3,ǃ,voiceless alveolar click consonant,ǃ
BIPA_ae_u00E6u02D0u02D0,æːː,ultra-long unrounded near-open front vowel,æːː
BIPA_pp_u0070u0070,pp,from voiceless bilabial stop to voiceless bilabial stop cluster,pp
BIPA_ts_u0074u0073u02BC,tsʼ,voiceless alveolar ejective sibilant affricate consonant,tsʼ
BIPA_dd_u0064u0064,dd,from voiced alveolar stop to voiced alveolar stop cluster,dd
BIPA__u025A,ɚ,rhotacized unrounded mid central vowel,ə˞
BIPA_h_u01C3u02B0,ǃʰ,aspirated voiceless alveolar click consonant,ǃʰ
UNK_ndz_u004Eu0064u0290,Ndʐ,,
BIPA_u_u028Au0303,ʊ̃,nasalized rounded near-close near-back vowel,ʊ̃
BIPA_tsh_u0074u0283u02B0u02D0,tʃʰː,aspirated long voiceless post-alveolar sibilant affricate consonant,tʃʰː
BIPA_ig_u026Au02E0,ɪˠ,velarized unrounded near-close near-front vowel,ɪˠ
BIPA_c_u0255,ɕ,voiceless alveolo-palatal sibilant fricative consonant,ɕ
BIPA__u028Cu02E4u02D0,ʌˤː,long pharyngealized unrounded open-mid back vowel,ʌˤː
BIPA_y_u028F,ʏ,rounded near-close near-front vowel,ʏ
BIPA_a_u0252,ɒ,rounded open back vowel,ɒ
BIPA_i_u0069u031E,i̞,lowered unrounded close front vowel,i̞
BIPA_gj_u0067u02B2,gʲ,palatalized voiced velar stop consonant,gʲ
BIPA_kw_u006Bu02B7,kʷ,labialized voiceless velar stop consonant,kʷ
BIPA_oi_u006Fu026A,oɪ,from rounded close-mid back to unrounded near-close near-front diphthong,oɪ
BIPA_b_u0294u0062,ʔb,from voiceless glottal stop to voiced bilabial stop cluster,ʔb
UNK_tsts_u0074u0073u0074u0073,tsts,,
BIPA_tc_u0074u0320u0255,t̠ɕ,from voiceless post-alveolar stop to voiceless alveolo-palatal sibilant fricative cluster,t̠ɕ
UNK_dzdz_u0064u0292u0064u0292,dʒdʒ,,
BIPA_ph_u0070u02B0,pʰ,aspirated voiceless bilabial stop consonant,pʰ
BIPA_ue_u0264u0065,ɤe,from unrounded close-mid back to unrounded close-mid front diphthong,ɤe
BIPA_e_u1EBDu02D0,ẽː,long nasalized unrounded close-mid front vowel,ẽː
BIPA_rj_u0072u02B2,rʲ,palatalized voiced alveolar trill consonant,rʲ
BIPA__u028Cu0303,ʌ̃,nasalized unrounded open-mid back vowel,ʌ̃
BIPA_kw_u006Bu02B7u2019,kʷ’,labialized voiceless velar ejective stop consonant,kʼʷ
BIPA_ng_u207Fu0067,ⁿg,pre-nasalized voiced velar stop consonant,ⁿg
BIPA_iu_u026Au032Fu0075u031E,ɪ̯u̞,from non-syllabic unrounded near-close near-front to lowered rounded close back diphthong,ɪ̯u̞
BIPA_n_u0272u02D0,ɲː,long voiced palatal nasal consonant,ɲː
UNK_nb_u004Eu0062,Nb,,
BIPA_l_u006Cu032A,l̪,voiced dental lateral approximant consonant,l̪
BIPA_dz_u0064u035Cu007A,d͜z,voiced alveolar sibilant affricate consonant,dz
BIPA_e_u0065,e,unrounded close-mid front vowel,e
BIPA_i_u0268u0303,ɨ̃,nasalized unrounded close central vowel,ɨ̃
UNK_oou_u0254u006Fu0169,ɔoũ,,
BIPA_ae_u00E6u02D0u02E4,æːˤ,long pharyngealized unrounded near-open front vowel,æˤː
BIPA_o_u006Fu0319,o̙,retracted-tongue-root rounded close-mid back vowel,o̙
BIPA_d_u00F0u031E,ð̞,voiced dental approximant consonant,ð̞
BIPA_q_u0071u02D0,qː,long voiceless uvular stop consonant,qː
BIPA__u01C1,ǁ,voiceless lateral click consonant,ǁ
BIPA_tt_u0288u0288,ʈʈ,from voiceless retroflex stop to voiceless retroflex stop cluster,ʈʈ
BIPA_w_u02C0u0077,ˀw,pre-glottalized voiced labio-velar approximant consonant,ˀw
BIPA_d_u0064u02E4u02D0,dˤː,pharyngealized long voiced alveolar stop consonant,dˤː
BIPA_f_u0066,f,voiceless labio-dental fricative consonant,f
UNK_w_u0295u02B7u0294,ʕʷʔ,,
BIPA_t_u0074u032Au003A,t̪:,long voiceless dental stop consonant,t̪ː
UNK_ntsh_u004Eu0074u033Bu0073u033Bu02B0,Nt̻s̻ʰ,,
BIPA_y_u0079u02D0u0259,yːə,from long rounded close front to unrounded mid central diphthong,yːə
BIPA_ei_u0065u026Au0303,eɪ̃,from unrounded close-mid front to nasalized unrounded near-close near-front diphthong,eɪ̃
BIPA_ey_u025Eu028Fu032F,ɞʏ̯,from rounded open-mid central to non-syllabic rounded near-close near-front diphthong,ɞʏ̯
BIPA_d_u0257u02D0,ɗː,long voiced dental implosive consonant,ɗː
BIPA_ae_u0061u0065u032F,ae̯,from unrounded open front to non-syllabic unrounded close-mid front diphthong,ae̯
UNK_w_u0077u0294,wʔ,,
BIPA_z_u0292u02E4,ʒˤ,pharyngealized voiced post-alveolar sibilant fricative consonant,ʒˤ
BIPA_lw_u006Cu02B7,lʷ,labialized voiced alveolar lateral approximant consonant,lʷ
UNK_lz_u006Cu0292,lʒ,,
BIPA_dz_u0064u033Bu007Au033B,d̻z̻,from voiced laminal alveolar stop to voiced laminal alveolar sibilant fricative cluster,d̻z̻
BIPA_ph_u0070u02B0u02D0,pʰː,aspirated long voiceless bilabial stop consonant,pʰː
BIPA_th_u0074u02B0u02D0,tʰː,aspirated long voiceless alveolar stop consonant,tʰː
BIPA_eo_u0065u006F,eo,from unrounded close-mid front to rounded close-mid back diphthong,eo
BIPA_a_u0250u02D0,ɐː,long unrounded near-open central vowel,ɐː
BIPA_oi_u00F5u0069,õi,from nasalized rounded close-mid back to unrounded close front diphthong,õi
BIPA_o_u0254u02D0u0259,ɔːə,from long rounded open-mid back to unrounded mid central diphthong,ɔːə
BIPA_nc_u0272u0063,ɲc,from voiced palatal nasal to voiceless palatal stop cluster,ɲc
BIPA_gw_u0067u02B7u02D0,gʷː,labialized long voiced velar stop consonant,gʷː
BIPA_g_u0067u01C0,gǀ,voiced dental click consonant,gǀ
BIPA_dzh_u0064u0292u02B1u02D0,dʒʱː,long breathy voiced post-alveolar sibilant affricate consonant,dʒʱː
BIPA_lh_u006Cu02B1,lʱ,breathy voiced alveolar lateral approximant consonant,lʱ
UNK_we_u0077u025B,wɛ,,
BIPA_kj_u006Bu02B2,kʲ,palatalized voiceless velar stop consonant,kʲ
BIPA_r_u0279u0329,ɹ̩,syllabic voiced alveolar approximant consonant,ɹ̩
UNK_ll_u026Du026D,ɭɭ,,
BIPA_u_u028Au0259,ʊə,from rounded near-close near-back to unrounded mid central diphthong,ʊə
BIPA_rj_u0280u02B2,ʀʲ,palatalized voiced uvular trill consonant,ʀʲ
BIPA_kw_u006Bu02B7u02D0,kʷː,labialized long voiceless velar stop consonant,kʷː
UNK_ss_u0073u0073,ss,,
UNK_rr_u0072u0072,rr,,
BIPA_nt_u006Eu0074,nt,from voiced alveolar nasal to voiceless alveolar stop cluster,nt
BIPA_eg_u0065u02E0,eˠ,velarized unrounded close-mid front vowel,eˠ
BIPA_ts_u0074u0073u02D0,tsː,long voiceless alveolar sibilant affricate consonant,tsː
UNK_ntrh_u004Eu0288u027Du02B0,Nʈɽʰ,,
BIPA_dz_u0064u007A,dz,voiced alveolar sibilant affricate consonant,dz
BIPA_kh_u03C7,χ,voiceless uvular fricative consonant,χ
BIPA_kp_u006Bu0070,kp,from voiceless velar stop to voiceless bilabial stop cluster,kp
BIPA_g_u0260,ɠ,voiced velar implosive consonant,ɠ
BIPA_s_u0283,ʃ,voiceless post-alveolar sibilant fricative consonant,ʃ
BIPA_ai_u0061u026Au0303,aɪ̃,from unrounded open front to nasalized unrounded near-close near-front diphthong,aɪ̃
BIPA_dh_u0064u02B0u02D0,dʰː,aspirated long voiced alveolar stop consonant,dʰː
UNK_ai_u0061u0294u0020u0069u0294,aʔ iʔ,,
BIPA_ya_u0079u0251,yɑ,from rounded close front to unrounded open back diphthong,yɑ
BIPA_ua_u028Au02D0u0252u032Fu02E4,ʊːɒ̯ˤ,from long rounded near-close near-back to pharyngealized non-syllabic rounded open back diphthong,ʊːɒ̯ˤ
UNK_ju_u006Au0075,ju,,
BIPA_z_u0292u02E4u02D0,ʒˤː,pharyngealized long voiced post-alveolar sibilant fricative consonant,ʒˤː
BIPA_gh_u0067u02B1,gʱ,breathy voiced velar stop consonant,gʱ
BIPA_ng_u006Eu032Au02E0,n̪ˠ,velarized voiced dental nasal consonant,n̪ˠ
BIPA_ye_u0079u0065,ye,from rounded close front to unrounded close-mid front diphthong,ye
BIPA_fw_u0066u02B7,fʷ,labialized voiceless labio-dental fricative consonant,fʷ
BIPA_ts_u0288u0282,ʈʂ,voiceless retroflex sibilant affricate consonant,ʈʂ
BIPA_c_u00E7,ç,voiceless palatal sibilant fricative consonant,ç
BIPA_e_u0065u003A,e:,long unrounded close-mid front vowel,eː
BIPA_tlh_u0074u026Cu02B0,tɬʰ,aspirated voiceless alveolar lateral affricate consonant,tɬʰ
BIPA__u028C,ʌ,unrounded open-mid back vowel,ʌ
BIPA_oa_u006Fu0251,oɑ,from rounded close-mid back to unrounded open back diphthong,oɑ
BIPA_tch_u0074u0320u0255u02B0u02D0,t̠ɕʰː,from voiceless post-alveolar stop to aspirated long voiceless alveolo-palatal sibilant fricative cluster,t̠ɕʰː
BIPA_f_u0278,ɸ,voiceless bilabial fricative consonant,ɸ
BIPA_o_u006Fu02E4u02D0,oˤː,long pharyngealized rounded close-mid back vowel,oˤː
BIPA_tch_u0074u0255u02B0,tɕʰ,aspirated voiceless alveolo-palatal sibilant affricate consonant,tɕʰ
BIPA_w_u026Fu0303,ɯ̃,nasalized unrounded close back vowel,ɯ̃
BIPA_dj_u0064u032Au02B2,d̪ʲ,palatalized voiced dental stop consonant,d̪ʲ
BIPA_mw_u006Du02B7u02D0,mʷː,labialized long voiced bilabial nasal consonant,mʷː
BIPA_i_u1E2D,ḭ,creaky unrounded close front vowel,ḭ
UNK_u_u0075u0020u025A,u ɚ,,
BIPA_y_u0079u02D0u02D0,yːː,ultra-long rounded close front vowel,yːː
BIPA_nsw_u006Eu0073u02B7,nsʷ,from voiced alveolar nasal to labialized voiceless alveolar sibilant fricative cluster,nsʷ
BIPA_lz_u026E,ɮ,voiced alveolar lateral fricative consonant,ɮ
BIPA_bj_u03B2u02B2,βʲ,palatalized voiced bilabial fricative consonant,βʲ
BIPA_bh_u0062u02B0u02D0,bʰː,aspirated long voiced bilabial stop consonant,bʰː
BIPA_nw_u0273u02B7,ɳʷ,labialized voiced retroflex nasal consonant,ɳʷ
BIPA_ou_u006Fu0075u032F,ou̯,from rounded close-mid back to non-syllabic rounded close back diphthong,ou̯
BIPA_o_u006Fu02D1,oˑ,mid-long rounded close-mid back vowel,oˑ
BIPA_a_u0251u0303u02D0,ɑ̃ː,long nasalized unrounded open back vowel,ɑ̃ː
UNK_tnw_u1D57u006Eu02B7,ᵗnʷ,,
BIPA_mw_u006Du02B7,mʷ,labialized voiced bilabial nasal consonant,mʷ
BIPA_ts_u0074u0283u0027,tʃ',voiceless post-alveolar ejective sibilant affricate consonant,tʃ’
BIPA_h_u01C0u02B0,ǀʰ,aspirated voiceless dental click consonant,ǀʰ
BIPA_u_u0259u028A,əʊ,from unrounded mid central to rounded near-close near-back diphthong,əʊ
BIPA_kh_u006Bu02B0,kʰ,aspirated voiceless velar stop consonant,kʰ
BIPA_ue_u0075u0065,ue,from rounded close back to unrounded close-mid front diphthong,ue
BIPA_oi_u0254u0069,ɔi,from rounded open-mid back to unrounded close front diphthong,ɔi
UNK_vv_u028Bu028B,ʋʋ,,
UNK_ja_u006Au0061,ja,,
BIPA_uo_u028Au032Fu0254,ʊ̯ɔ,from non-syllabic rounded near-close near-back to rounded open-mid back diphthong,ʊ̯ɔ
BIPA_ui_u0264u0069,ɤi,from unrounded close-mid back to unrounded close front diphthong,ɤi
BIPA_aei_u00E6u02D0u026A,æːɪ,from long unrounded near-open front to unrounded near-close near-front diphthong,æːɪ
BIPA_u_u0169,ũ,nasalized rounded close back vowel,ũ
BIPA_o_u0254u02D1,ɔˑ,mid-long rounded open-mid back vowel,ɔˑ
BIPA_p_u0070u02D0,pː,long voiceless bilabial stop consonant,pː
BIPA_oey_u0153u0079,œy,from rounded open-mid front to rounded close front diphthong,œy
BIPA_h_u0068,h,voiceless glottal fricative consonant,h
UNK_r_u0072u0020,r ,,
BIPA_au_u0251u0075,ɑu,from unrounded open back to rounded close back diphthong,ɑu
BIPA_zj_u007Au02B2,zʲ,palatalized voiced alveolar sibilant fricative consonant,zʲ
BIPA_d_u0064u02D0,dː,long voiced alveolar stop consonant,dː
BIPA_t_u0074u0027,t',voiceless alveolar ejective stop consonant,t’
UNK_tn_u1D57u032Au006Eu032A,ᵗ̪n̪,,
BIPA_ts_u0074u0283u2019,tʃ’,voiceless post-alveolar ejective sibilant affricate consonant,tʃʼ
BIPA_y_u1EF9,ỹ,nasalized rounded close front vowel,ỹ
BIPA_j_u0294u02B2,ʔʲ,palatalized voiceless glottal stop consonant,ʔʲ
BIPA_dh_u0064u032Au02B1u02D0,d̪ʱː,long breathy voiced dental stop consonant,d̪ʱː
BIPA_o_u0254u0303,ɔ̃,nasalized rounded open-mid back vowel,ɔ̃
BIPA_o_u006Fu0324u02D0,o̤ː,long breathy rounded close-mid back vowel,o̤ː
BIPA_n_u02C0u006E,ˀn,pre-glottalized voiced alveolar nasal consonant,ˀn
BIPA_b_u0062u003A,b:,long voiced bilabial stop consonant,bː
BIPA_kj_u006Bu02B2u2019,kʲ’,palatalized voiceless velar ejective stop consonant,k’ʲ
BIPA_jj_u025Fu029Du02D0,ɟʝː,long voiced palatal affricate consonant,ɟʝː
BIPA_nggw_u014Bu0067u02B7,ŋgʷ,from voiced velar nasal to labialized voiced velar stop cluster,ŋgʷ
BIPA_o_u006Fu02D0,oː,long rounded close-mid back vowel,oː
BIPA_tw_u0074u02B7u2019,tʷ’,labialized voiceless alveolar ejective stop consonant,t’ʷ
BIPA_n_u207Fu01C1,ⁿǁ,pre-nasalized voiceless lateral click consonant,ⁿǁ
UNK_ow_u006Fu0077,ow,,
BIPA_i_u0259u026A,əɪ,from unrounded mid central to unrounded near-close near-front diphthong,əɪ
BIPA_bg_u0062u02E0,bˠ,velarized voiced bilabial stop consonant,bˠ
UNK_ndr_u004Eu0256u027D,Nɖɽ,,
BIPA_ch_u0063u02B0,cʰ,aspirated voiceless palatal stop consonant,cʰ
BIPA_o_u00F8u02D0u02D0,øːː,ultra-long rounded close-mid front vowel,øːː
BIPA_b_u0062u0325,b̥,devoiced voiced bilabial stop consonant,b̥
UNK_jj_u006Au006A,jj,,
BIPA_sj_u0283u02B2u02D0,ʃʲː,palatalized long voiceless post-alveolar sibilant fricative consonant,ʃʲː
BIPA_o_u006Fu02E4,oˤ,pharyngealized rounded close-mid back vowel,oˤ
BIPA_vw_u0076u02B7,vʷ,labialized voiced labio-dental fricative consonant,vʷ
BIPA_a_u0061u02D0,aː,long unrounded open front vowel,aː
BIPA_qw_u0071u2019u02B7,q’ʷ,labialized voiceless uvular ejective stop consonant,qʼʷ
BIPA_ae_u00E6u02D1,æˑ,mid-long unrounded near-open front vowel,æˑ
BIPA_w_u0077u02D0,wː,long voiced labio-velar approximant consonant,wː
BIPA_ngkw_u014Bu006Bu02B7,ŋkʷ,from voiced velar nasal to labialized voiceless velar stop cluster,ŋkʷ
BIPA_q_u0071u02BC,qʼ,voiceless uvular ejective stop consonant,qʼ
BIPA_dw_u0064u032Au02B7,d̪ʷ,labialized voiced dental stop consonant,d̪ʷ
BIPA_tc_u0074u0255,tɕ,voiceless alveolo-palatal sibilant affricate consonant,tɕ
BIPA_i_u0268,ɨ,unrounded close central vowel,ɨ
UNK_kl_u006Bu006C,kl,,
BIPA_kk_u006Bu006B,kk,from voiceless velar stop to voiceless velar stop cluster,kk
BIPA_t_u0074u02E4,tˤ,pharyngealized voiceless alveolar stop consonant,tˤ
BIPA_n_u006Eu003A,n:,long voiced alveolar nasal consonant,nː
BIPA_s_u0073u003A,s:,long voiceless alveolar sibilant fricative consonant,sː
BIPA_fw_u0066u02B7u02D0,fʷː,labialized long voiceless labio-dental fricative consonant,fʷː
BIPA_th_u0074u032Au02B0u02D0,t̪ʰː,aspirated long voiceless dental stop consonant,t̪ʰː
BIPA_ui_u0075u026A,uɪ,from rounded close back to unrounded near-close near-front diphthong,uɪ
BIPA_ndz_u006Eu0064u0291,ndʑ,from voiced alveolar nasal to voiced alveolo-palatal sibilant affricate cluster,ndʑ
BIPA_r_u0279,ɹ,voiced alveolar approximant consonant,ɹ
BIPA_d_u0256u02D0,ɖː,long voiced retroflex stop consonant,ɖː
UNK_nn_u006Eu006E,nn,,
BIPA_tj_u0074u02B2,tʲ,palatalized voiceless alveolar stop consonant,tʲ
BIPA_t_u0288,ʈ,voiceless retroflex stop consonant,ʈ
BIPA_nb_u207Fu0062,ⁿb,pre-nasalized voiced bilabial stop consonant,ⁿb
BIPA_l_u006C,l,voiced alveolar lateral approximant consonant,l
BIPA_m_u006Du02D0,mː,long voiced bilabial nasal consonant,mː
BIPA_s_u0073u2019,s’,voiceless alveolar ejective sibilant fricative consonant,sʼ
BIPA_u_u0169u02E4,ũˤ,pharyngealized nasalized rounded close back vowel,ũˤ
UNK_tjnj_u0074u02B2u006Eu02B2,tʲnʲ,,
UNK_n_u006Eu0339,n̹,,
UNK_iau_u0069u0061u0075,iau,,
BIPA_ae_u00E6u02D0,æː,long unrounded near-open front vowel,æː
BIPA_g_u0067,g,voiced velar stop consonant,g
